Place ID,Latitude,Longitude
ChIJJ8rP8QRfwokRiZe7T6iwDFs,40.7491364,-73.8974645
ChIJYf0Eh8RgwokR6h8Ni5iSKF4,40.7052012,-73.8092781
ChIJ1cApudVYwokRr9uZCrpbzjM,40.750582,-73.940202
ChIJNzcXzg9gwokRVZVYohbNGMg,40.7609279,-73.8310053
ChIJBdPBg2P2wokRg96tvVaRWLE,40.757777,-74.002591
ChIJTwQoIqrzwokRDps-lRIKb38,40.8913858,-73.8876405
ChIJJ_WumjNgwokRmnDoAe7J7c0,40.7540883,-73.7985183
ChIJ-2K8qidawokRZs6hc9nooso,40.71519,-73.997702
ChIJE04wjCBawokRgugDZrTSxGU,40.7173947,-74.0032474
ChIJ4fd_MRpawokRHr3yLkECrOE,40.7114771,-74.011478
ChIJ____LxpawokRPnvER78gh8E,40.7103446,-74.0117988
ChIJy7cGfBlawokR5l2e93hsoEA,40.7127431,-74.0133795
ChIJtcljhoZYwokRQZjDXiCA304,40.774862,-73.9816465
ChIJM8bJ8RBhwokRfG_2PnTd4Dg,40.711763,-73.786529
ChIJUedoczFfwokR-uJ86POnM0U,40.7600849,-73.928743
ChIJoz2ySg8u6IkRCiMn4bZf7l0,40.7778948,-73.2879186
ChIJrTtuUjEs6IkRnYyJHuCR7a8,40.7642455,-73.3299983
ChIJRXdRxzYs6IkRUwVNyYAhVCk,40.763398,-73.3313518
ChIJD1aYTjEs6IkRYPpEw-lVyTE,40.7643212,-73.331968
ChIJq4RIHhhZwokRki-8itJRkCM,40.7432343,-73.9606939
ChIJ7eAADSJawokRObgUbl1g6mk,40.7455077,-73.9587485
ChIJv931TMlhwokREGr0SN7pJbs,40.751778,-73.787979
ChIJWya0ji5gwokRJL8hMLmE-ZY,40.76164,-73.80176
ChIJUzuxptJgwokR6qxXIgLPuLw,40.6912505,-73.8063176
ChIJjaFpo0ZawokRBcOFUZ13CaE,40.7002913,-73.9966995
ChIJE07VnDFawokRV4_29WBim6w,40.7043235,-73.989798
ChIJK3vOQyNawokRXEa9errdJiU,40.7060855,-73.9968643
ChIJuQ9K6HVZwokRIwzLzH4AhKs,40.731432,-73.9821669
ChIJA7Ciw0tewokRWJrqRqhFJBs,40.7347872,-73.8688409
ChIJBxo12EtewokRoE4qzIFnbPs,40.734954,-73.867778
ChIJBY0CqU5ewokRsg472FnDzew,40.734808,-73.86906
ChIJwzH3Yg5ZwokRna6B5FyOrno,40.7395593,-73.9737768
ChIJPey5jm6KwokR8p-GpAofFHA,40.7794773,-73.7772702
ChIJXUdXVdwz0YkROnow-XZCbcI,40.7792029,-73.7759666
ChIJhSV4EmyKwokRpt4tA8a81r0,40.7789418,-73.7760622
ChIJ_REBWOldwokRog-wDqQsHWc,40.6832868,-73.860321
ChIJAQAAACNgwokRiHWdFwytytU,40.7647109,-73.8105135
ChIJTekAOpVdwokRwp9q-SJz80k,40.6781664,-73.8636736
ChIJG9C90w9gwokRn1GBljSxyS8,40.7607798,-73.8305892
ChIJNcurQqBZwokRYDgoFu6QXCI,40.7481792,-74.0086142
ChIJjT7O2sdZwokRPnmqePtjHrI,40.7466449,-74.010057
ChIJvyGqKZ1kwokRD9WeQ3kUaw4,40.6715696,-73.6882692
ChIJz8nWPl9kwokRYUnaiUD_jEM,40.651607,-73.702385
ChIJ2z8XxqVjwokRmLGNzuQJfuw,40.7044549,-73.7091687
ChIJQbB7p3D0wokRyfoWtH_3dN0,40.856093,-73.900741
ChIJvcZNqd1gwokR0NFRhSP_pg8,40.7074669,-73.8028085
ChIJCw1ewKpZwokRD_JLDK0rqaE,40.7550419,-73.984198
ChIJx91_pVRYwokRYVwnnXb6Lfw,40.7564269,-73.9888338
ChIJQ9n9g-VYwokRHLeifOUOwsI,40.7629881,-73.9678661
ChIJFX-BzeBhwokRP8bbxxB_L20,40.7592537,-73.7691357
ChIJp31Sk9FhwokRAaHlGq1BT6Y,40.758205,-73.787933
ChIJ00nIlp_2wokROYs-HVvAfj8,40.846539,-73.9379235
ChIJkQwTnwtZwokRAhGJKq4FEKU,40.7373686,-73.9786875
ChIJbSbtYjZewokRVfe4OcPWPLA,40.7334094,-73.8624263
ChIJ_wcy2TVewokR39FvUlJ5tck,40.733038,-73.8634
ChIJqSYc0E1ewokRKuViWN5G_EU,40.7356433,-73.8746175
ChIJud9DLplgwokR3oYyajHtjnM,40.7356145,-73.8732872
ChIJqSYc0E1ewokRzVsvydim1OE,40.735469,-73.874387
ChIJg2dGhGhkwokRalGr-h6v_Uk,40.6600052,-73.7129618
ChIJwSX3-GVcwokRfUqVKNH9xQA,40.6651733,-73.7303823
ChIJ6-H68RBhwokR2qRt5jUhiD4,40.7057218,-73.8089349
ChIJHyuoIg9fwokRCx3ICoeU82w,40.7487515,-73.8921064
ChIJG8tRRC1nwokR_Hg41H_7p_g,40.6894473,-73.8056562
ChIJcTnMkHSKwokRXbsevczclQk,40.7687949,-73.7733376
ChIJbZtR5fiAwokRUu_dB9Ej3dY,40.7730993,-73.5314125
ChIJKbcbUxmBwokRL-KEhYlU2dE,40.7748094,-73.5310053
ChIJF1XIIcVgwokRqdI0FaWqJJQ,40.7028862,-73.8080742
ChIJYSs5NElnwokRemCng5Kc1ck,40.686474,-73.823948
ChIJnY6pUoB9wokRGmkooSmtY9U,40.738015,-73.604738
ChIJ1Qt_sGOHwokRYG8kV40JOU4,40.7401729,-73.588239
ChIJISmvR2KHwokRn1nKve0hp2g,40.742687,-73.5877059
ChIJUaCcBS5fwokR_Sv3-4Zsm-0,40.7566143,-73.9297659
ChIJd1Uov95gwokRM3Ic06GilBM,40.7051511,-73.7996603
ChIJh1APfudgwokRSVp_na6ow_c,40.7095227,-73.8024715
ChIJLXEQ3udgwokRJDS5WcLCYY0,40.703483,-73.800533
ChIJqfBDNtlgwokRdoZA952omkw,40.7036756,-73.7997353
ChIJw0BVy95gwokRjm51o3r_Weg,40.7038252,-73.7997461
ChIJj8v0XyBhwokRXxtdLHSYThc,40.7058756,-73.793415
ChIJr_bCa99gwokRlDCFN3g8B6M,40.7052608,-73.7960694
ChIJUYflWNlgwokRP06LUmOoPRU,40.7034421,-73.8003874
ChIJZ9JmvcVgwokRaa_UhWJXFiE,40.7018904,-73.8070042
ChIJgdioI95gwokR3xIrq1ttIOM,40.7085659,-73.7989742
ChIJ7RwvFpyIwokRvOokHnL9I80,40.798971,-73.6631025
ChIJRyzXyMhgwokRkEV4wKukwmM,40.6996833,-73.8130718
ChIJuSHnnbZgwokRwKG8gZfZgKw,40.697661,-73.8223958
ChIJTaE1IQZZwokR8BJFkMhcewU,40.744904,-73.978949
ChIJ2WL4ptJgwokROkS6Bj7cE24,40.6911366,-73.806398
ChIJcfGbPk5cwokRM8wv5kZxrN8,40.674542,-73.896548
ChIJ1704UqNbwokRUcw1AdJXZ68,40.6836136,-73.9667803
ChIJRzHFeUxawokRMOTejsr5G14,40.691174,-73.9866574
ChIJH78qFExawokRs88e8tejFnA,40.6904528,-73.987491
